Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
331,Brendan Guhle\guhlebr01,24,ANA,D,5,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,5,0.0,73,14:34,3,9,0,0,
332,Denis Gurianov\guriade01,24,DAL,RW,52,9,16,25,1,16,2.2,5,4,0,1,13,3,0,119,7.6,747,14:21,27,50,0,0,
333,David Gustafsson\gustada01,21,WPG,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,2:28,0,0,0,4,0.0
334,Erik Gustafsson\gustaer02,29,CHI,D,43,2,12,14,0,12,2.5,2,0,0,0,9,3,0,55,3.6,695,16:10,41,31,0,0,
335,Brandon Hagel\hagelbr01,23,CHI,LW,53,20,15,35,-16,23,3.5,16,4,0,3,12,2,1,89,22.5,918,17:19,24,38,12,19,38.7
336,Carl Hagelin\hagelca01,33,WSH,LW,53,3,11,14,10,20,0.8,3,0,0,1,10,0,1,71,4.2,755,14:14,12,32,4,10,28.6
337,Robert Hagg\haggro01,26,BUF,D,46,1,6,7,-11,25,0.9,1,0,0,0,6,0,0,45,2.2,787,17:07,88,87,0,0,
338,Nicolas Hague\hagueni01,23,VEG,D,50,4,10,14,11,36,3.4,4,0,0,0,10,0,0,109,3.7,926,18:31,76,57,0,0,
339,Libor Hajek\hajekli01,23,NYR,D,15,0,1,1,-6,8,-0.1,0,0,0,0,1,0,0,12,0.0,197,13:07,24,7,0,0,
340,Jani Hakanpaa\hakanja01,29,DAL,D,55,2,6,8,6,39,2.6,2,0,0,0,6,0,0,40,5.0,874,15:54,76,158,0,0,
341,Jayden Halbgewachs\halbgja01,24,SJS,F,3,0,1,1,1,4,0.1,0,0,0,0,1,0,0,7,0.0,39,13:06,0,3,0,0,
342,Taylor Hall\hallta02,30,BOS,LW,58,12,30,42,3,30,4.0,8,4,0,1,23,7,0,147,8.2,949,16:22,30,41,9,13,40.9
343,Dougie Hamilton\hamildo01,28,NJD,D,38,9,15,24,-6,26,3.6,7,2,0,1,9,6,0,131,6.9,804,21:10,57,51,0,0,
344,Travis Hamonic\hamontr01,31,VAN,D,20,3,4,7,5,4,1.7,3,0,0,0,4,0,0,42,7.1,368,18:25,49,27,0,0,
345,Noah Hanifin\hanifno01,25,CGY,D,56,5,21,26,9,15,4.5,5,0,0,0,12,9,0,117,4.3,1168,20:51,60,42,0,0,
346,Joel Hanley\hanlejo01,30,DAL,D,25,1,1,2,-4,2,0.3,1,0,0,0,1,0,0,6,16.7,258,10:19,26,30,0,0,
347,Mike Hardman\hardmmi01,22,CHI,RW,21,0,2,2,-6,11,-0.3,0,0,0,0,2,0,0,12,0.0,195,9:18,12,60,1,1,50.0
348,Jansen Harkins\harkija01,24,WPG,C,58,5,3,8,-7,11,0.1,5,0,0,0,3,0,0,51,9.8,568,9:47,12,41,17,11,60.7
349,Thomas Harley\harleth01,20,DAL,D,19,0,2,2,-1,4,0.4,0,0,0,0,2,0,0,14,0.0,238,12:32,17,15,0,0,
350,Ben Harpur\harpube01,27,NSH,D,14,0,1,1,-8,25,-0.3,0,0,0,0,1,0,0,9,0.0,196,14:00,15,26,0,0,
351,Scott Harrington\harrisc01,28,CBJ,D,7,0,1,1,-4,6,-0.1,0,0,0,0,1,0,0,5,0.0,101,14:28,9,8,0,0,
352,Ryan Hartman\hartmry01,27,MIN,RW,57,23,20,43,25,61,5.1,22,1,0,5,17,3,0,170,13.5,1054,18:30,35,57,349,435,44.5
353,Rafaël Harvey-Pinard\harvera01,23,MTL,LW,3,1,0,1,-2,0,0.1,1,0,0,0,0,0,0,4,25.0,41,13:36,3,9,0,1,0.0
354,Santeri Hatakka\hataksa01,21,SJS,D,8,0,2,2,-3,2,0.1,0,0,0,0,2,0,0,2,0.0,102,12:45,5,4,0,0,
355,Garnet Hathaway\hathaga01,30,WSH,RW,55,10,10,20,19,41,2.4,10,0,0,3,9,0,1,99,10.1,751,13:39,43,181,8,16,33.3
356,Erik Haula\haulaer01,30,BOS,LW,55,8,17,25,5,31,2.2,7,1,0,1,15,2,0,98,8.2,815,14:49,28,99,270,259,51.0
357,John Hayden\haydejo01,26,BUF,C,51,2,2,4,-10,80,-0.6,2,0,0,0,2,0,0,59,3.4,566,11:06,24,94,2,6,25.0
358,Kevin Hayes\hayeske01,29,PHI,RW,23,3,8,11,-11,14,0.4,2,1,0,0,6,1,1,45,6.7,370,16:04,7,13,106,149,41.6
359,Barrett Hayton\haytoba01,21,ARI,C,35,4,9,13,-2,10,0.6,3,1,0,1,7,2,0,37,10.8,557,15:54,23,48,258,267,49.1
360,Dillon Heatherington\heathdi01,26,OTT,D,9,0,0,0,-1,7,0.1,0,0,0,0,0,0,0,4,0.0,111,12:20,2,18,0,0,
361,Victor Hedman\hedmavi01,31,TBL,D,57,14,43,57,14,26,8.9,12,2,0,5,23,20,0,142,9.9,1445,25:21,84,67,0,0,
362,Danton Heinen\heineda01,26,PIT,C,53,12,11,23,7,12,2.5,10,2,0,1,11,0,0,98,12.2,708,13:21,24,48,0,3,0.0
363,Ville Heinola\heinovi01,20,WPG,D,8,0,2,2,-4,6,0.0,0,0,0,0,2,0,0,19,0.0,107,13:23,4,5,0,0,
364,Miro Heiskanen\heiskmi01,22,DAL,D,52,4,25,29,1,20,5.0,2,2,0,1,19,6,0,116,3.4,1288,24:46,72,39,0,0,
365,Darren Helm\helmda01,35,COL,C,46,4,3,7,-6,6,-0.1,3,0,1,0,2,0,1,67,6.0,474,10:18,16,74,31,45,40.8
366,Adam Henrique\henriad01,31,ANA,C,38,13,14,27,1,6,3.1,9,4,0,0,11,3,0,95,13.7,638,16:47,30,19,134,96,58.3
367,Aleksi Heponiemi\heponal01,23,FLA,C,4,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,5,0.0,51,12:40,1,0,2,3,40.0
368,Tomas Hertl\hertlto01,28,SJS,C,57,23,21,44,-9,20,4.8,20,3,0,5,13,8,0,153,15.0,1128,19:47,34,78,541,455,54.3
369,Thomas Hickey\hicketh01,32,NYI,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,0,,39,19:29,3,2,0,0,
370,Matthew Highmore\highmma01,25,VAN,LW,32,3,6,9,3,12,0.6,2,1,0,0,6,0,0,38,7.9,413,12:55,29,34,0,1,0.0
371,Cameron Hillis\hillica01,21,MTL,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,10,10:15,0,0,2,2,50.0
372,Vinnie Hinostroza\hinosvi01,27,BUF,C,39,8,10,18,-7,8,1.5,7,1,0,0,10,0,0,59,13.6,551,14:08,7,11,8,10,44.4
373,Roope Hintz\hintzro01,25,DAL,LW,54,23,24,47,20,16,6.1,16,5,2,5,12,11,1,148,15.5,972,18:00,32,51,224,215,51.0
374,Taro Hirose\hirosta01,25,DET,LW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,14,13:36,0,2,1,0,100.0
375,Nico Hischier\hischni01,23,NJD,C,50,16,22,38,-6,17,3.5,12,4,0,1,15,6,1,112,14.3,942,18:51,36,33,516,448,53.5
376,Mike Hoffman\hoffmmi02,32,MTL,C,42,11,11,22,-18,20,1.5,8,3,0,3,4,7,0,100,11.0,723,17:12,17,15,6,4,60.0
377,Gregory Hofmann\hofmagr01,29,CBJ,C,24,2,5,7,6,8,0.6,2,0,0,2,5,0,0,33,6.1,300,12:30,10,23,0,8,0.0
378,Nils Hoglander\hoglani01,21,VAN,LW,58,9,8,17,-7,24,1.1,8,1,0,0,6,2,0,127,7.1,766,13:12,16,36,0,1,0.0
379,Nick Holden\holdeni01,34,OTT,D,51,4,9,13,1,6,3.1,4,0,0,1,9,0,0,58,6.9,1026,20:06,80,86,0,0,
380,Justin Holl\hollju01,30,TOR,D,47,2,11,13,14,25,3.0,1,0,1,1,10,0,1,46,4.3,966,20:33,73,86,0,0,
381,Alexander Holtz\holtzal01,20,NJD,RW,7,0,2,2,-3,2,0.0,0,0,0,0,1,1,0,11,0.0,82,11:42,2,4,0,0,
382,Patric Hornqvist\hornqpa01,35,FLA,RW,48,9,13,22,-4,13,1.5,6,3,0,0,9,4,0,122,7.4,628,13:05,14,87,7,13,35.0
383,Bo Horvat\horvabo01,26,VAN,C,54,20,17,37,1,32,3.9,11,9,0,3,12,5,0,147,13.6,1072,19:51,33,76,660,522,55.8
384,Brett Howden\howdebr01,23,VEG,C,42,8,11,19,8,10,2.2,8,0,0,2,9,0,2,36,22.2,448,10:39,30,52,126,131,49.0
385,Filip Hronek\hronefi01,24,DET,D,54,5,24,29,-19,28,2.9,3,2,0,0,20,4,0,98,5.1,1200,22:13,59,46,0,0,
386,Jonathan Huberdeau\huberjo01,28,FLA,LW,58,18,64,82,22,30,8.1,14,3,1,2,39,24,1,159,11.3,1110,19:09,23,77,15,31,32.6
387,Jack Hughes\hugheja03,20,NJD,C,38,18,26,44,-10,0,4.5,14,4,0,2,18,8,0,126,14.3,734,19:19,12,4,86,187,31.5
388,Quinn Hughes\hughequ01,22,VAN,D,55,5,43,48,10,22,7.3,5,0,0,0,19,23,1,113,4.4,1381,25:07,40,14,0,0,
389,Brad Hunt\huntbr01,33,VAN,D,28,1,9,10,-2,8,1.4,1,0,0,0,8,1,0,37,2.7,423,15:07,30,13,0,0,
390,Dryden Hunt\huntdr01,26,NYR,LW,53,4,7,11,-7,46,0.3,4,0,0,1,7,0,0,64,6.3,650,12:16,13,120,4,12,25.0
391,Ben Hutton\huttobe01,28,VEG,D,39,3,7,10,3,25,2.0,3,0,0,0,7,0,0,52,5.8,575,14:45,47,31,0,0,
392,Grant Hutton\huttogr01,26,NYI,D,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,7,0.0,76,15:16,6,3,0,0,
393,Zach Hyman\hymanza01,29,EDM,C,52,19,18,37,-5,28,3.5,14,4,1,2,14,2,2,145,13.1,1024,19:42,18,57,33,33,50.0
394,Alex Iafallo\iafalal01,28,LAK,C,57,14,16,30,6,4,3.0,11,2,1,2,12,3,1,158,8.9,1062,18:38,45,32,12,12,50.0
395,Matt Irwin\irwinma01,34,WSH,D,13,0,2,2,-1,4,0.3,0,0,0,0,2,0,0,22,0.0,173,13:18,19,31,0,0,
396,Mark Jankowski\jankoma01,27,BUF,C,19,2,3,5,2,4,0.4,2,0,0,1,3,0,0,14,14.3,259,13:39,8,5,86,93,48.0
397,Mattias Janmark\janmama02,29,VEG,C,47,7,10,17,-1,10,1.2,6,0,1,1,9,0,1,57,12.3,660,14:02,20,15,8,12,40.0
398,Calle Jarnkrok\jarnkca01,30,SEA,C,48,12,14,26,-13,2,2.1,10,2,0,1,11,3,0,81,14.8,804,16:46,14,28,124,128,49.2
399,Christian Jaros\jarosch01,25,NJD,D,11,0,0,0,-4,2,-0.2,0,0,0,0,0,0,0,9,0.0,121,11:01,10,21,0,0,
400,Seth Jarvis\jarvise01,19,CAR,C,46,8,12,20,7,12,2.0,7,1,0,2,9,3,0,69,11.6,613,13:19,15,41,9,10,47.4
401,Dmitrij Jaskin\jaskidm01,28,ARI,RW,12,0,1,1,-6,4,-0.4,0,0,0,0,1,0,0,23,0.0,177,14:47,9,47,5,5,50.0
402,Tanner Jeannot\jeannta01,24,NSH,F,57,18,15,33,11,96,3.9,15,2,1,3,14,1,0,93,19.4,895,15:42,39,193,6,12,33.3
403,Jan Jenik\jenikja01,21,ARI,RW,3,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,2,0.0,20,6:36,2,9,2,7,22.2
404,Boone Jenner\jennebo01,28,CBJ,C,59,23,21,44,-11,22,4.0,15,8,0,3,19,2,0,160,14.4,1207,20:27,56,80,642,556,53.6
405,Nick Jensen\jenseni02,31,WSH,D,54,4,13,17,27,12,4.9,4,0,0,1,13,0,0,60,6.7,1041,19:17,68,90,0,0,
406,Lucas Johansen\johanlu01,24,WSH,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,12,12:18,0,0,0,0,
407,Ryan Johansen\johanry01,29,NSH,C,54,14,27,41,1,41,3.9,10,4,0,3,16,11,0,82,17.1,889,16:28,27,42,479,414,53.6
408,Marcus Johansson\johanma03,31,SEA,C,48,6,15,21,-23,4,0.7,3,3,0,1,10,5,0,77,7.8,800,16:40,16,17,31,44,41.3
409,Erik Johnson\johnser01,33,COL,D,59,6,11,17,17,18,3.6,5,0,1,1,9,1,1,106,5.7,1034,17:31,95,129,0,0,
410,Jack Johnson\johnsja02,35,COL,D,55,1,7,8,10,36,1.7,1,0,0,0,6,0,1,42,2.4,894,16:15,52,69,0,0,
411,Reese Johnson\johnsre01,23,CHI,F,18,1,3,4,-3,7,0.1,1,0,0,0,3,0,0,11,9.1,180,9:59,6,64,32,37,46.4
412,Tyler Johnson\johnsty01,31,CHI,C,13,1,2,3,-7,10,-0.1,1,0,0,0,0,2,0,19,5.3,174,13:21,5,20,21,13,61.8
413,Andreas Johnsson\johnsan01,27,NJD,LW,54,11,17,28,1,26,2.6,10,1,0,0,17,0,0,100,11.0,782,14:29,15,47,3,9,25.0
414,Ross Johnston\johnsro02,27,NYI,LW,15,1,4,5,2,16,0.4,1,0,0,0,4,0,0,4,25.0,156,10:25,7,38,0,0,
415,Henri Jokiharju\jokihhe01,22,BUF,D,37,3,10,13,-2,10,2.4,3,0,0,0,9,1,0,46,6.5,783,21:09,32,35,0,0,
416,Ben Jones\jonesbe01,22,VEG,F,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,16,8:03,1,4,0,0,
417,Caleb Jones\jonesca01,24,CHI,D,34,2,7,9,3,10,2.0,2,0,0,1,6,1,0,36,5.6,531,15:37,39,47,0,0,
418,Max Jones\jonesma03,23,ANA,LW,2,0,0,0,-1,15,-0.1,0,0,0,0,0,0,0,2,0.0,20,9:54,0,2,1,1,50.0
419,Seth Jones\jonesse01,27,CHI,D,55,3,34,37,-23,26,4.1,3,0,0,0,18,15,1,140,2.1,1425,25:54,113,72,0,0,
420,Zachary Jones\jonesza01,21,NYR,D,11,0,2,2,-5,0,0.0,0,0,0,0,2,0,0,7,0.0,159,14:28,12,4,0,0,
421,Axel Jonsson Fjällby\jonssax01,23,WSH,LW,13,0,2,2,3,2,0.1,0,0,0,0,2,0,0,14,0.0,149,11:28,5,11,1,3,25.0
422,Mathieu Joseph\josepma01,24,TBL,RW,54,8,10,18,3,19,1.3,6,0,2,2,9,0,1,65,12.3,743,13:45,19,82,17,26,39.5
423,Pierre-Olivier Joseph\joseppi01,22,PIT,D,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,7,0.0,73,18:14,4,6,0,0,
424,Dakota Joshua\joshuda01,25,STL,C,25,2,3,5,4,14,0.5,2,0,0,2,3,0,0,19,10.5,205,8:12,9,64,39,33,54.2
425,Roman Josi\josiro01,31,NSH,D,55,15,46,61,14,34,9.7,8,7,0,2,28,18,0,193,7.8,1384,25:10,88,41,0,0,
426,Tyson Jost\jostty01,23,COL,C,58,6,8,14,1,30,0.5,6,0,0,0,7,0,1,75,8.0,744,12:50,29,42,115,181,38.9
427,Olli Juolevi\juoleol01,23,FLA,D,10,0,0,0,0,2,0.0,0,0,0,0,0,0,0,9,0.0,125,12:27,6,9,0,0,
428,Noah Juulsen\juulsno01,24,VAN,D,7,0,2,2,-4,0,0.0,0,0,0,0,2,0,0,5,0.0,104,14:50,11,20,0,0,
429,Nazem Kadri\kadrina01,31,COL,C,56,22,50,72,19,58,7.6,16,6,0,6,35,15,0,189,11.6,1081,19:18,13,39,475,475,50.0
430,Kaapo Kakko\kakkoka01,20,NYR,RW,37,5,9,14,7,10,1.3,4,1,0,1,8,1,0,56,8.9,592,16:00,13,5,1,6,14.3
431,Arthur Kaliyev\kaliyar01,20,LAK,RW,58,11,9,20,-2,16,1.9,6,5,0,1,6,3,0,139,7.9,730,12:35,10,21,0,0,
432,Wyatt Kalynuk\kalynwy01,24,CHI,D,5,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,1,0.0,60,12:00,0,9,0,0,
433,David Kampf\kampfda01,27,TOR,C,58,8,13,21,6,18,1.5,6,0,2,1,11,0,2,72,11.1,865,14:54,20,52,436,372,54.0
434,Evander Kane\kaneev01,30,EDM,LW,19,8,6,14,7,22,1.8,6,2,0,0,5,1,0,61,13.1,372,19:35,5,56,3,7,30.0
435,Patrick Kane\kanepa01,33,CHI,RW,55,19,46,65,-13,10,6.0,13,6,0,2,30,16,0,208,9.1,1185,21:32,16,9,4,3,57.1
436,Kasperi Kapanen\kapanka01,25,PIT,RW,57,9,17,26,0,8,1.9,9,0,0,2,13,4,0,101,8.9,882,15:29,17,78,5,7,41.7
437,Kirill Kaprizov\kapriki01,24,MIN,LW,56,30,43,73,19,22,8.4,24,6,0,3,31,12,0,201,14.9,1074,19:11,20,59,2,3,40.0
438,Erik Karlsson\karlser01,31,SJS,D,34,8,20,28,-4,14,4.5,8,0,0,2,11,9,0,86,9.3,788,23:11,35,14,0,0,
439,William Karlsson\karlswi01,29,VEG,C,45,7,14,21,-2,6,1.3,5,1,1,0,12,2,0,81,8.6,818,18:11,30,26,363,344,51.3
440,Ondrej Kase\kaseon01,26,TOR,RW,46,11,13,24,5,14,2.4,7,3,1,1,9,4,0,112,9.8,649,14:06,30,24,2,8,20.0
441,Zack Kassian\kassiza01,31,EDM,RW,36,5,10,15,-1,38,1.1,3,2,0,1,10,0,0,41,12.2,458,12:44,3,100,2,3,40.0
442,Mark Kastelic\kastema01,22,OTT,C,9,0,1,1,-2,2,-0.1,0,0,0,0,1,0,0,1,0.0,80,8:56,6,34,42,23,64.6
443,Boris Katchouk\katchbo01,23,TBL,LW,37,2,4,6,3,25,0.2,2,0,0,1,4,0,0,36,5.6,363,9:48,11,97,7,10,41.2
444,Martin Kaut\kautma01,22,COL,RW,6,0,0,0,2,0,0.0,0,0,0,0,0,0,0,1,0.0,53,8:49,3,6,0,0,
445,Joey Keane\keanejo01,22,CAR,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,14,13:38,0,1,0,0,
446,Duncan Keith\keithdu01,38,EDM,D,40,1,13,14,7,12,2.5,1,0,0,1,13,0,0,55,1.8,813,20:19,66,21,0,0,
447,Clayton Keller\kellecl01,23,ARI,C,57,24,31,55,2,26,5.7,20,3,1,2,26,4,1,158,15.2,1140,20:00,29,15,25,35,41.7
448,Parker Kelly\kellypa01,22,OTT,F,24,5,1,6,2,22,0.8,5,0,0,0,1,0,0,27,18.5,244,10:10,20,81,0,1,0.0
449,Adrian Kempe\kempead01,25,LAK,LW,56,25,11,36,-2,34,4.4,19,4,2,7,5,6,0,166,15.1,1033,18:26,17,67,20,19,51.3
450,Michal Kempny\kempnmi01,31,WSH,D,10,1,1,2,-2,10,0.3,1,0,0,0,1,0,0,9,11.1,176,17:37,16,16,0,0,
451,Alexander Kerfoot\kerfoal01,27,TOR,C,58,10,32,42,15,14,4.0,10,0,0,1,29,1,2,84,11.9,890,15:21,46,50,39,67,36.8
452,Tanner Kero\kerota01,29,DAL,RW,23,0,3,3,-5,0,-0.2,0,0,0,0,3,0,0,14,0.0,220,9:34,9,12,9,5,64.3
453,Phil Kessel\kesseph01,34,ARI,RW,57,6,29,35,-15,20,1.8,4,2,0,0,22,7,0,117,5.1,958,16:48,20,5,2,4,33.3
454,Jujhar Khaira\khairju01,27,CHI,LW,27,3,0,3,-4,13,-0.1,3,0,0,0,0,0,0,32,9.4,367,13:36,14,88,53,48,52.5
455,Matt Kiersted\kiersma01,23,FLA,D,8,1,1,2,-3,0,0.0,1,0,0,0,1,0,0,7,14.3,104,13:02,16,6,0,0,
456,Alex Killorn\killoal01,32,TBL,C,57,18,29,47,3,48,4.5,15,3,0,1,24,5,0,111,16.2,1086,19:03,18,61,0,7,0.0
457,Bryce Kindopp\kindobr01,22,ANA,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,6,6:06,0,0,0,1,0.0
458,Joel Kiviranta\kivirjo01,25,DAL,F,46,1,4,5,-7,10,-0.3,1,0,0,0,4,0,0,45,2.2,434,9:26,19,83,0,3,0.0
459,John Klingberg\klingjo01,29,DAL,D,49,2,27,29,-15,24,3.3,1,1,0,1,13,14,0,86,2.3,1079,22:02,55,28,0,0,
460,Artemi Kniazev\kniazar01,21,SJS,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,12,11:59,0,1,0,0,
461,Slater Koekkoek\koekksl01,27,EDM,D,19,0,4,4,2,16,0.7,0,0,0,0,4,0,0,11,0.0,212,11:10,18,21,0,0,
462,Otto Koivula\koivuot01,23,NYI,LW,5,0,1,1,0,0,0.0,0,0,0,0,1,0,0,4,0.0,54,10:45,3,4,11,20,35.5
463,Keegan Kolesar\koleske01,24,VEG,RW,59,6,12,18,-1,54,1.0,4,1,1,0,12,0,0,75,8.0,774,13:08,38,157,71,106,40.1
464,Vladislav Kolyachonok\kolyavl01,20,ARI,D,11,0,2,2,1,2,0.4,0,0,0,0,2,0,0,9,0.0,163,14:51,14,17,0,0,
465,Leo Komarov\komarle01,35,NYI,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,11,10:50,0,3,1,0,100.0
466,Travis Konecny\konectr01,24,PHI,C,55,10,24,34,-15,47,2.3,7,3,0,1,19,5,0,148,6.8,967,17:34,25,67,6,9,40.0
467,Anze Kopitar\kopitan01,34,LAK,C,59,15,36,51,-7,10,4.4,10,5,0,2,24,11,1,159,9.4,1238,20:59,49,45,657,500,56.8
468,Kaedan Korczak\korczka01,21,VEG,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,17,16:37,1,0,0,0,
469,Klim Kostin\kostikl01,22,STL,C,40,4,5,9,-3,23,0.5,4,0,0,1,5,0,0,31,12.9,361,9:01,9,90,2,2,50.0
470,Jesperi Kotkaniemi\kotkaje01,21,CAR,C,54,11,12,23,1,14,2.3,11,0,0,3,8,4,0,66,16.7,651,12:03,15,62,142,127,52.8
471,Johnathan Kovacevic\kovacjo01,24,WPG,D,4,0,0,0,1,2,0.1,0,0,0,0,0,0,0,7,0.0,43,10:49,3,0,0,0,
472,Peyton Krebs\krebspe01,21,TOT,C,34,4,8,12,-19,20,0.1,4,0,0,2,4,4,0,35,11.4,514,15:07,4,16,45,71,38.8
472,Peyton Krebs\krebspe01,21,BUF,C,25,4,8,12,-13,18,0.5,4,0,0,2,4,4,0,25,16.0,390,15:37,1,10,42,66,38.9
472,Peyton Krebs\krebspe01,21,VEG,C,9,0,0,0,-6,2,-0.4,0,0,0,0,0,0,0,10,0.0,124,13:44,3,6,3,5,37.5
473,Chris Kreider\kreidch01,30,NYR,LW,58,38,15,53,12,20,7.8,17,19,2,6,9,6,0,188,20.2,1090,18:48,27,108,51,48,51.5
474,Torey Krug\krugto01,30,STL,D,52,7,23,30,24,46,6.0,4,2,1,1,13,10,0,97,7.2,1094,21:02,56,41,0,0,
475,Dominik Kubalík\kubaldo01,26,CHI,LW,59,11,10,21,-18,10,1.2,8,3,0,0,5,5,0,124,8.9,871,14:45,22,74,7,11,38.9
476,Nikita Kucherov\kucheni01,28,TBL,RW,22,10,20,30,-4,6,3.0,6,4,0,0,11,9,0,82,12.2,436,19:50,3,14,1,0,100.0
477,Karson Kuhlman\kuhlmka01,26,TOT,C,24,1,1,2,0,2,-0.1,1,0,0,0,1,0,0,27,3.7,234,9:44,11,46,0,1,0.0
477,Karson Kuhlman\kuhlmka01,26,BOS,C,19,1,1,2,0,0,0.0,1,0,0,0,1,0,0,22,4.5,194,10:14,7,42,0,1,0.0
477,Karson Kuhlman\kuhlmka01,26,SEA,C,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,5,0.0,39,7:51,4,4,0,0,
478,Dean Kukan\kukande01,28,CBJ,D,27,3,4,7,0,14,1.2,3,0,0,0,4,0,0,33,9.1,445,16:29,30,19,0,0,
479,Brett Kulak\kulakbr01,28,MTL,D,51,2,10,12,-8,31,1.6,2,0,0,0,9,0,1,50,4.0,914,17:55,39,62,0,0,
480,Dmitry Kulikov\kulikdm01,31,MIN,D,56,4,15,19,12,29,3.0,4,0,0,0,15,0,0,42,9.5,995,17:46,68,67,0,0,
481,Luke Kunin\kuninlu01,24,NSH,C,57,11,8,19,-3,47,1.4,11,0,0,0,6,2,0,90,12.2,842,14:46,38,170,31,40,43.7
482,Janne Kuokkanen\kuokkja01,23,NJD,C,43,5,6,11,-12,8,0.2,3,1,1,1,6,0,0,45,11.1,563,13:06,16,25,2,9,18.2
483,Rasmus Kupari\kuparra01,21,LAK,C,37,3,6,9,-2,14,0.4,2,1,0,1,3,3,0,32,9.4,429,11:36,10,30,114,152,42.9
484,Sean Kuraly\kuralse01,29,CBJ,C,59,9,13,22,7,43,1.6,9,0,0,0,12,1,0,90,10.0,914,15:29,37,178,462,471,49.5
485,Philipp Kurashev\kurasph01,22,CHI,C,52,4,11,15,-10,12,0.5,2,2,0,1,9,2,0,67,6.0,663,12:45,18,27,46,64,41.8
486,Evgeny Kuznetsov\kuzneev01,29,WSH,C,57,19,38,57,10,26,5.9,11,6,2,4,23,13,2,149,12.8,1182,20:45,20,29,373,491,43.2
487,Oliver Kylington\kylinol01,24,CGY,D,56,7,18,25,26,12,5.8,6,1,0,2,16,2,0,106,6.6,1032,18:25,62,31,0,0,
488,Jordan Kyrou\kyroujo01,23,STL,C,53,22,33,55,11,14,6.3,18,4,0,3,23,9,1,130,16.9,880,16:36,17,4,6,5,54.5
489,Kevin Labanc\labanke01,26,SJS,RW,21,3,3,6,-4,6,0.4,1,2,0,1,1,2,0,36,8.3,279,13:17,9,28,0,1,0.0
490,Andrew Ladd\laddan01,36,ARI,LW,42,6,3,9,-11,41,0.0,4,2,0,0,2,1,0,47,12.8,584,13:55,27,62,5,2,71.4
491,Paul Ladue\laduepa01,29,NYI,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,12:47,1,2,0,0,
492,Sam Lafferty\laffesa01,26,TOT,C,33,2,3,5,-7,18,-0.2,2,0,0,0,3,0,0,46,4.3,411,12:27,16,80,60,84,41.7
492,Sam Lafferty\laffesa01,26,CHI,C,23,2,1,3,-7,6,-0.2,2,0,0,0,1,0,0,37,5.4,324,14:04,14,46,47,60,43.9
492,Sam Lafferty\laffesa01,26,PIT,C,10,0,2,2,0,12,0.1,0,0,0,0,2,0,0,9,0.0,87,8:43,2,34,13,24,35.1
493,Alexis Lafreniere\lafreal01,20,NYR,LW,56,13,5,18,-2,33,1.8,13,0,0,4,5,0,0,75,17.3,779,13:55,21,81,9,27,25.0
494,William Lagesson\lageswi01,25,EDM,D,30,0,4,4,1,13,0.7,0,0,0,0,4,0,0,32,0.0,370,12:20,16,39,0,0,
495,Patrik Laine\lainepa01,23,CBJ,RW,40,22,20,42,-3,12,4.8,19,3,0,7,12,8,0,114,19.3,742,18:33,13,28,7,15,31.8
496,Maxime Lajoie\lajoima01,24,CAR,D,5,0,0,0,2,0,0.2,0,0,0,0,0,0,0,6,0.0,63,12:32,5,3,0,0,
497,Juho Lammikko\lammiju01,26,VAN,RW,52,6,6,12,2,12,0.9,6,0,0,2,6,0,0,50,12.0,613,11:48,34,58,236,228,50.9
498,Gabriel Landeskog\landega01,29,COL,LW,51,30,29,59,27,78,7.5,23,7,0,5,21,8,0,150,20.0,1036,20:19,34,94,241,198,54.9
499,Hendrix Lapierre\lapiehe01,19,WSH,C,6,1,0,1,2,2,0.2,1,0,0,0,0,0,0,7,14.3,58,9:35,2,1,6,17,26.1
500,Dylan Larkin\larkidy01,25,DET,C,53,27,30,57,-2,37,6.5,22,5,0,4,23,7,0,160,16.9,1025,19:20,19,45,449,411,52.2
